Name,Description,Latitude,Longitude,Category,Address,Website,Cuisine
Geng Ye Yue Mei,"[Selected Restaurants] Hakkanese | $$
Perched on a hillside, the rustic room commands sweeping valley views. For over 20 years, customers have been making their way to this countryside cabin for traditional Hakkanese cooking with subtle c",24.6671165,121.0180537,Selected,"5, Lane 7, Emei Township, Hsinchu County, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-county_2853127/restaurant/geng-ye-yue-mei,Hakkanese
San Fen Su Chi,"[Selected Restaurants] Jiangzhe | $$
This long-standing joint used to be a speakeasy-style establishment. Now the room is decorated with ink paintings and calligraphy against a soundtrack of classical music. The concise menu is mostly Ji",25.0079536,121.5190407,Selected,"8, Lane 49, Guoguang Road, Yonghe District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/san-fen-su-chi,Jiangzhe
Yangming Spring (Shilin),"[Selected Restaurants] Vegetarian | $$$
On the outskirts of Taipei city sits this zen-inspired restaurant-cum-cultural space embracing food, tea, landscaping and creative arts. The chef shops for the freshest local produce daily and offers ",25.1442022,121.5595115,Selected,"119-1 Jingshan Road, Shilin District, Taipei, Taiwan",https://ymspring.com.tw,Vegetarian
EMBERS,"[Selected Restaurants] Taiwanese contemporary | $$$$
The owner-chef revives the embers of Taiwan’s culinary past with a seasonal 12-course menu that subverts the preconceptions about Western dining. The food displays influences of indigenous cultures, f",25.0358522,121.5502668,Selected,"24, Lane 122, Section 4, Ren-Ai Road, Da'an District, Taipei, Taiwan",https://www.embersdining.com,Taiwanese contemporary
Master of Mushroom (Xinshe),"[Selected Restaurants] Taiwanese | $$
In 2006, a mushroom farmer opened this mushroom-themed restaurant in Xinshe, the mushroom capital of Taiwan. Free-range chicken soup with shiitake tastes rich and flavoursome, while dried day lily flo",24.2007861,120.7992768,Selected,"287 Xiezhong Street, Xinshe District, Taichung, 426, Taiwan",https://www.gs1688.com.tw/,Taiwanese
Shih Chia Big Rice Ball,"[Selected Restaurants] Small eats | $
Founded in the 1960s, Shih Chia is synonymous with savoury glutinous rice balls with juicy pork and vegetable filling in Miaoli Hakkanese style. The second-generation owner strictly follows his mother",25.06512,121.51097,Selected,"58, Section 3, Yanping North Road, Datong District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/shih-chia-big-rice-ball,Small eats
meatGQ,"[Selected Restaurants] Steakhouse | $$$
A Taichung-based brand opened MeatGQ in 2014 and the steaks surpass mere good quality (or ""GQ""). The glass room for aging occupies a prominent position in the restaurant, complementing the lofty ceili",24.15085,120.62848,Selected,"699, Section 4, Yifeng Road, Nantun District, Taichung, 408, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/meatgq,Steakhouse
Orient Dragon,"[Selected Restaurants] Taiwanese | $$
This restaurant changed hands in 2022, but the festive interior with its red and black colour scheme stayed the same – as did the kitchen team. Rest assured that their signature Taiwanese home-style c",24.150829,120.6429518,Selected,"271-1, Section 2, Gongyi Road, Nantun District, Taichung, 408, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/orient-dragon,Taiwanese
Tutto Bello,"[Selected Restaurants] Italian Contemporary | $$$$
A smart Italian restaurant whose passionate owner and team strive to ensure that “everything is good”. In both the set and à la carte menus, the chef reinterprets traditional recipes with creative tou",25.066293,121.525352,Selected,"15, Lane 25, Shuangcheng Street, Zhongshan District, Taipei, 104, Taiwan",https://www.tuttobello.com.tw,Italian Contemporary
Mume,"[Selected Restaurants] European Contemporary | $$$
In line with its name (the Latin word for ‘plum blossom’), the relaxed and friendly MUME generously garnishes dishes with fresh herbs and flowers – in somewhat stark contrast to the dimly-lit faux-ind",25.036278,121.548015,Selected,"28 Siwei Road, Da'an District, Taipei, 106, Taiwan",https://www.mume.tw,European Contemporary
Chi Yuan,"[Selected Restaurants] Taiwanese | $$
The original exposed-brick walls of this century-old house evoke a bygone country life. With over 20 years' experience in professional kitchens, the chef-owner opened Chi Yuan to showcase his passion ",24.9892273,121.8873215,Selected,"22 Neiliao Street, Gongliao District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/chi-yuan,Taiwanese
Hai Kou Guabao,"[Selected Restaurants] Small eats | $
A firm favourite with professional drivers, this simple shop sells Taiwanese snacks and is depicted by warm, friendly service. The concise menu stars classic comfort food like braised pork rice, meatb",24.8210232,120.9270582,Selected,"1457, Section 2, Yanping Road, Xiangshan District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/hai-kou-guabao,Small eats
Shou Wu,"[Selected Restaurants] Hakkanese | $$
With brick walls and wooden beams, the space exudes a rustic cabin vibe. Friendly servers dressed in Hakkanese floral prints provide thoughtful, detail-oriented service. The chef has over 30 years of ",25.0098094,121.4620257,Selected,"27 Minzu Road, Banqiao District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/shou-wu,Hakkanese
Wonderful Baba Bak Kut Teh King Of King,"[Selected Restaurants] Malaysian | $$
Wallpaper of Malaysian street scenes and herbal aromas immediately transport diners to the home country of this father-and-son team. For over 10 years, the son has been presiding in the kitchen, the f",25.0246711,121.469871,Selected,"18-1 Juguang Road, Banqiao District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/wonderful-baba-bak-kut-teh-king-of-king,Malaysian
min food,"[Selected Restaurants] Asian | $$
Dining out doesn't have to mean giving up on a wholesome diet. For the health conscious, min food has home-style sets that strike a nutritional balance – a protein course such as grilled Aussie beef t",24.8096188,120.9735203,Selected,"22, Lane 18, Jinhua Street, East District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/min-food,Asian
Set.,"[Selected Restaurants] Creative | $$
Far from being stuffy or overly formal, this fine dining spot boasts a friendly, laid-back vibe. Inspired by personal experiences, nature and the seasons, the dishes are underpinned by solid Western t",25.0588036,121.5181918,Selected,"110, Section 2, Chengde Road, Datong District, Taipei, 103, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/set,Creative
44 SV,"[Selected Restaurants] Taiwanese | $$
The founder used to live in Forty-Four South Village, one of Taiwan's many juan-cun – post-war villages for military families. At this cosy bistro, he cooks spruced-up, refined juan-cun classics using",25.0394487,121.5534349,Selected,"10, Alley 33, Lane 216, Section 4, Zhongxiao East Road, Da'an District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/44-sv,Taiwanese
Sate House,"[Selected Restaurants] Indonesian | $$
Since 1993, the Sino-Indonesian owner has been serving authentic Indonesian classics fit for visiting dignitaries, like rendang beef, satay, and ayam goreng Kalasan. Pair with fried tempeh (fermented ",25.0280822,121.5512975,Selected,"15 Leli Road, Da'an District, Taipei, Taiwan",https://satehouse.eatingout.com.tw/,Indonesian
KR Prime Steak,"[Selected Restaurants] Steakhouse | $$$
This restaurant set amid luxurious apartment towers is famous for its precisely cooked wet-aged US steaks, especially the Certified Angus Beef USDA prime rib eye cap, prized for its tenderness, flavou",24.160989,120.641871,Selected,"52 Shizheng North 2nd Road, Xitun District, Taichung, 407, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/kr-prime-steak,Steakhouse
Mochi Baby,"[Selected Restaurants] Street Food | $
The transparent case houses gooey mochi – they’re freshly made every day and have a strong sticky rice fragrance.",25.0505554,121.5756301,Selected,"111 Raohe Street, Songshan District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/mochi-baby,Street Food
Halal Chinese Beef Noodles (Da'an),"[Selected Restaurants] Noodles | $
For premium flavour and texture, this 60-year-old restaurant uses only halal-certified Taiwanese beef that is freshly slaughtered. The beef stock is simmered all day to develop deep flavours. The sign",25.0422509,121.5549813,Selected,"1, Alley 7, Lane 137, Yanji Street, Da'an District, Taipei, 106, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/halal-chinese-beef-noodles,Noodles
Muji Beef Noodles,"[Selected Restaurants] Noodles | $
The three sisters who run the place are very specific about their cooking. The flavoursome broth is made with beef bones and meat, Chinese herbs, scallion, garlic and a secret fruit that lends a subtl",25.0274656,121.5634637,Selected,"239 Wuxing Street, Xinyi District, Taipei, 110, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/muji-beef-noodles,Noodles
Amajia,"[Selected Restaurants] Taiwanese | $$
In 2020, this red-brick house perched on a slope was turned into a restaurant that serves the freshest catch from the nearby Huanggang port, plus other home-style favourites. Its name is the translite",25.2272451,121.6455696,Selected,"189 Huanggang Road, Jinshan District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/amajia,Taiwanese
Chia I,"[Selected Restaurants] Seafood | $$
This husband-and-wife team have been serving seafood dishes by the provincial highway for over 30 years. The freshest catch from Aodi and Keelung ports fills the live fish tanks and display shelves at",25.048599,121.923506,Selected,"2 Renhe Road, Gongliao District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/chia-i,Seafood
Sushi An,"[Selected Restaurants] Sushi | $$$$
The birch panels and counter brighten up the darker hues adorning the space. After honing his skills in Japan, the chef returned to his hometown to open Sushi An. Most of the fish is shipped straight ",24.810849,121.034005,Selected,"62, Section 1, Jiafeng South Road, Zhubei City, Hsinchu County, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-county_2853127/restaurant/sushi-an,Sushi
Yeh Shu,"[Selected Restaurants] Taiwanese | $$
Despite having moved and changed name more than once, the regulars return in droves. The owner-chef of Atayal descent shines at creative Taiwanese fare jazzed up with his personal spin. Native herbs, ",24.8006603,120.9865851,Selected,"4 Yuanhou Street, East District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/yeh-shu,Taiwanese
No.10 Nanmen,"[Selected Restaurants] Noodles | $
This tiny gem decorated with mosaic tiles and dark wood trimming specialises in handmade noodles and dumplings, alongside soy-marinated meats and other side dishes. Everything is fresh and made to ord",24.8002263,120.9679355,Selected,"10 Nanmen Street, East District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/no-10-nanmen,Noodles
Yummy,"[Selected Restaurants] Taiwanese | $$
Floor-to-ceiling windows invite in the lush greenery and natural light from outside. For over 15 years, the Hakkanese owner has been reimagining Taiwanese fare by incorporating unmistakably Hakkanese ",24.8072188,120.9780111,Selected,"70, Lane 170, Section 2, Zhonghua Road, East District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/yummy,Taiwanese
Miao Kou Ya Xiang Fan (Zhongshan Road),"[Selected Restaurants] Small eats | $
This household name has been sitting right next to Hsinchu City God Temple for over 30 years. At mealtimes, it is always jam-packed with hungry diners who don’t mind waiting for their signature duck r",24.8042794,120.9645941,Selected,"142 Zhongshan Road, North District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/miao-kou-ya-xiang-fan-zhongshan-road,Small eats
Huí Huí,"[Selected Restaurants] European Contemporary | $$
Opened in 2023, this cosy bistro in a quiet village by the sea sports a rustic yet refreshingly modern interior. A zero-waste ethos and locally sourced ingredients set the scene of the French menu whi",25.1217115,121.8614966,Selected,"155-4 Dongding Road, Ruifang District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/hui-hui,European Contemporary
Zhang Ji Fish Ball,"[Selected Restaurants] Small eats | $
Located in the bustling Jiufen Old Street area, this place isn't very spacious, nor is it conducive to quiet conversation. But this household name has stood the test of time, turning out its famous Fu",25.1091818,121.8456334,Selected,"25 Jishan Street, Ruifang District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/zhang-ji-fish-ball,Small eats
Sasa,"[Selected Restaurants] Sushi | $$$$
Tucked away in a busy shopping and dining area, Sasa welcomes customers with its massive cypress counter and seats ergonomically designed for unbeatable comfort. Omakase menus at different price point",25.0545533,121.5221023,Selected,"6, Lane 42, Section 2, Zhongshan North Road, Zhongshan District, Taipei, 104, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/sasa,Sushi
Cheng Jia,"[Selected Restaurants] Taiwanese | $$
After honing his skills in an establishment of classic Taiwanese cooking for over 20 years, the head chef opened his own restaurant with only three tables in an alleyway hectic with street food stalls",25.0610613,121.5316422,Selected,"6, Lane 92, Section 2, Minquan East Road, Zhongshan District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/cheng-jia,Taiwanese
Antico Forno,"[Selected Restaurants] Italian | $$
This trattoria entices diners indoors with its lively, uniquely Italian vibe and authentic Italian fare. Hand-rolled, thin-crust pizzas are crispy and tasty, from classics like Margherita to crowd-ple",25.0267194,121.5397453,Selected,"141 Rui'an Street, Da'an District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/antico-forno,Italian
Isagi,"[Selected Restaurants] Japanese | $$$
No matter where you sit in this glass-clad space occupying two floors, a good view onto the lush Japanese garden is guaranteed. The Japanese chef team strives to recreate authentic Fukuoka flavours. T",24.14109,120.66031,Selected,"29 Cunzhong Street, West District, Taichung, 403, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/isagi,Japanese
May Snow Hakka Food,"[Selected Restaurants] Hakkanese | $$
For 10-plus years, this restaurant has been feeding health-conscious diners with novel Hakkanese dishes that are lower in salt and fat than normal. Formally trained in Hunan cuisine, the chef lavishes",25.034046,121.549961,Selected,"16, Lane 329, Section 1, Dunhua South Road, Da'an District, Taipei, 106, Taiwan",https://www.maysnow.com.tw,Hakkanese
Thai & Thai,"[Selected Restaurants] Thai | $$
Situated in the elegant mall behind the Mandarin Oriental, this restaurant have served authentic Thai food in Taipei for many years. It matches its surroundings by having a beautifully appointed inter",25.055589,121.548152,Selected,"5F, THE ARCADE, 158 Dunhua North Road, Songshan District, Taipei, 105, Taiwan",https://www.thaiandthai.com.tw/,Thai
Le Yeh,"[Selected Restaurants] Taiwanese | $$
A husband-and-wife team run this cosy, welcoming spot deep in the mountains. She cooks up healthy, home-style Taiwanese dishes for the whole table to share, omakase style. In the three menus, all at d",24.9426312,121.7162669,Selected,"76, Section 1, Pingshuang Road, Pinglin District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/le-yeh,Taiwanese
Ko Chia Pen Se,"[Selected Restaurants] Hakkanese | $$
Since 1999, diners have been coming to this no-frills joint for black pepper duck, a revamped traditional banquet classic. The owner seals in the juices with complicated steaming steps and imbues the ",24.7011499,121.05341,Selected,"28 Puxin Street, Beipu District, Hsinchu County, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-county_2853127/restaurant/ko-chia-pen-se,Hakkanese
Ying Wang Meatball,"[Selected Restaurants] Small eats | $
Since 1962, this tricycle food truck has been selling oil-blanched ba-wan – Taiwanese translucent dumplings with a pork filling, dressed in sweet chilli sauce and thick soy, and topped with minced gar",24.8085361,120.9337449,Selected,"350, Section 2, Yanping Road, Xiangshan District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/ying-wang-meatball,Small eats
TAIVII,"[Selected Restaurants] Taiwanese contemporary | $$
This historical building featuring Japanese-style architecture was home to a famous local educator in the 1920s. Meticulously restored, it now houses an upscale eatery serving traditional Taiwanese fa",24.8043753,120.973928,Selected,"The Former Residence of Hsin Chih-ping, 32 Dongmen Street, East District, Hsinchu City, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-city_2853126/restaurant/taivii,Taiwanese contemporary
SABI,"[Selected Restaurants] Modern Cuisine | $$$
The décor mirrors the Wabi-Sabi philosophy of finding beauty in imperfect and temporary things. Natural elements like stone, wood and water are softly lit for a tranquil vibe. The food is a nod to Jap",24.8152385,121.0222717,Selected,"92, Chenggong 10th Street, Zhubei City, Hsinchu County, Taiwan",https://www.sabi.com.tw,Modern Cuisine
ÉCRU,"[Selected Restaurants] Creative | $$$$
A Fukuoka native, chef Tobimatsu honed his skills in Tokyo and Taipei. At ÉCRU, he rolls out pedigree Gallic cuisine whose subtle influences and delicate flavours are borrowed from Japan’s food cultur",25.04315,121.55039,Selected,"19, Lane 177, Section 1, Dunhua South Road, Da’an District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/ecru,Creative
Uke,"[Selected Restaurants] Japanese | $$$$
This room fronted by a zen garden is tucked away in a residential area. Behind the 600-year-old solid fir counter, chef Uke – with over 20 years of experience – marries fish from Kyushu, Tokyo and Hok",25.0351541,121.5501646,Selected,"37, Lane 78, Section 1, Anhe Road, Da'an District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/uke,Japanese
CEO 1950,"[Selected Restaurants] European Contemporary | $$$
The residence of Taiwan Central Bank's first CEO (1950s) now houses a European restaurant on the ground floor, plus an exhibition space upstairs. The airy dining room is lavishly furnished, its modern",25.0656859,121.5265823,Selected,"24, Lane 62, Section 3, Xinsheng North Road, Zhongshan District, Taipei, Taiwan",https://ceo1950.com,European Contemporary
Torien Yakitori,"[Selected Restaurants] Japanese | $$
The owner-chef used to run an izakaya and honed his yakitori skills in Japan. After walking through a mini Japanese garden, diners are ushered to their seats at a U-shaped counter to witness the chefs",24.1554371,120.6583189,Selected,"48 Zhongming South Road, West District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/yakitori-wine,Japanese
Chien Wei Seafood,"[Selected Restaurants] Taiwanese | $$
A restaurant equally great for family dinners and banquets, Chien Wei Seafood boasts exceptional service and has private rooms in varying sizes. Perfumed by rice wine and ginger, female mud crabs in s",24.132334,120.6441356,Selected,"326-3, Section 1, Wenxin South 5th Road, Nantun District, Taichung, 408, Taiwan",https://qian2.tw/,Taiwanese
Lin's Vegetable Lamb Hotpot,"[Selected Restaurants] Hotpot | $$
Lamb hotpot here differs from others thanks to its special soup base which is fragrant and nourishing – it’s made with shellfish, lamb bones, goji berries and ginger, plus mustard cabbage stems in win",25.063854,121.530475,Selected,"327 Jilin Road, Zhongshan District, Taipei, 104, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/lin-s-vegetable-lamb-hotpot,Hotpot
A Cheng Goose (Zhongshan),"[Selected Restaurants] Taiwanese | $$
Opened in 2010, the original shop across the street now focuses on take-aways, while this three-storey venue is the place for dining in. 90-day-old geese from Yunlin County, slaughtered daily, are pre",25.0566822,121.5300706,Selected,"162 Jilin Road, Zhongshan District, Taipei, 104, Taiwan",https://www.acheng.com.tw/,Taiwanese
Rong Rong Yuan,"[Selected Restaurants] Zhejiang | $$
The chef here has been at the helm for 30 years and each dish is prepared exactly as it was when the shop opened back in 1965. The extensive menu highlights painstakingly prepared recipes, many of whi",25.0335861,121.5446576,Selected,"2F, 25, Section 4, Xinyi Road, Da'an District, Taipei, 106, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/rong-rong-yuan,Zhejiang
Longtail,"[Selected Restaurants] Innovative | $$$
(The restaurant is temporarily closed.) A marble counter, terracotta walls and Japanese Kintsugi art make a fitting stage for this eclectic culinary adventure. The food melds different Asian cooking s",25.0239343,121.5483519,Selected,"174, Section 2, Dunhua South Road, Da'an District, Taipei, 106, Taiwan",https://www.longtail.com.tw,Innovative
Taiwan Rice Dining Hall,"[Selected Restaurants] Taiwanese | $$
An advocate of healthy and sustainable gastronomy, this eatery sources its produce from small local farms and serves only organic food. The 14-seater offers one set menu with a drink, a main, two side",25.0253744,121.5417012,Selected,"12, Lane 175, Section 2, Heping East Road, Da'an District, Taipei, Taiwan",https://guide.michelin.com/en/taipei-region/taipei/restaurant/taiwan-rice-dining-hall,Taiwanese
Silks House,"[Selected Restaurants] Cantonese | $$$
Chinese calligraphy etched on glass screens is the perfect foil to the elegant cuisine. The Hong Kong head chef has over 30 years of Cantonese cooking under his belt. In addition to his specialty barb",25.0542098,121.5239459,Selected,"3F, Regent Hotel, 3, Lane 39, Section 2, Zhongshan North Road, Zhongshan District, Taipei, 104, Taiwan",https://www.regenttaiwan.com/dining/silks-house,Cantonese
Saka,"[Selected Restaurants] Taiwanese | $$
This quaint shop with over 40 years of history stands at the end of a winding alley. The second generation of the family prides itself on its signature dish – chicken braised in rice wine with Chinese",24.204956,120.6441243,Selected,"7, Alley 9, Zhongshan Road, Daya District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/saka,Taiwanese
Temperature Studio,"[Selected Restaurants] Innovative | $$
The owner-chef has over 10 years of experience in haute cuisine. He opened this 6-seater in 2021 because he believes temperature is at the core of all good food. The down-to-earth multi-course omakase",22.7995122,120.292222,Selected,"50 Gongyuan East Road, Gangshan District, Kaohsiung, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/temperature-studio,Innovative
Inflorescence,"[Selected Restaurants] Japanese | $$$
On a mountainside nearly 500 metres above sea level, this Zen-inspired establishment was founded 10 years ago and opened by a renowned restaurant group. The elegant room is nestled on meticulously man",24.2092675,120.7851268,Selected,"111, Section 1, Zhongxingling Street, Xinshe District, Taichung, Taiwan",https://www.inflorescence.com.tw,Japanese
Feng No Seafood,"[Selected Restaurants] Seafood | $$
In the past 10 or so years, nearly every car on the way to Jiangjun Fishing Harbour stops here to try its fresh catch at great prices. Pick your critters from the fridge and ask the server for the bes",23.2137062,120.1051764,Selected,"146-10 Changshali, Jiangjyun District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/feng-no-seafood,Seafood
Good Hunan Cuisine,"[Selected Restaurants] Hunanese | $$
Concrete walls and moody lighting may not conjure up the image of Hunanese food, but rest assured all dishes here are authentically prepared. You can specify your preferred level of spiciness; certain",22.98258,120.20469,Selected,"203 Wufei Street, West Central District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/good-hunan-cuisine,Hunanese
Uosho,"[Selected Restaurants] Japanese | $$
Uosho was founded in Japan’s Saitama Prefecture in 1883. This establishment is the century-old unagi-ya’s only outpost outside Japan. The signature una-jyu uses Taiwanese eel that is steamed before be",25.0499609,121.5238215,Selected,"24, Lane 83, Section 1, Zhongshan North Road, Zhongshan District, Taipei, Taiwan",https://unagiuosho.co.jp,Japanese
Lao Tou Pai,"[Selected Restaurants] Hakkanese | $$
The owner’s family used to run a tea leaf factory and some 30 years ago, he remodelled the factory building into a Hakkanese restaurant. Red bricks, wooden beams and wood-fired ceramics impart a rusti",24.6840319,121.0540024,Selected,"46-1, Neighborhood 4, Dalin Village, Beipu Township, Hsinchu County, Taiwan",https://guide.michelin.com/en/northern-taiwan/hsinchu-county_2853127/restaurant/lao-tou-pai,Hakkanese
Chin Ta Lu Rou Fan,"[Selected Restaurants] Small eats | $
Located at a transport hub between Taipei and its neighbouring industrial zones, this simple shop has been serving its now-famous braised pork rice for over 20 years. Diced fatty pork is slow cooked i",25.0644315,121.491641,Selected,"40 Daren Street, Sanchong District, New Taipei, Taiwan",https://guide.michelin.com/en/northern-taiwan/new-taipei-city_2853082/restaurant/chin-ta-lu-rou-fan,Small eats
Ho Chu Yuan,"[Selected Restaurants] Taiwanese | $$
The decor may feel a little dated, but the room is clean and well maintained. Taiwanese classics are the strong suit here; traditional recipes with authentic local flavours keep diners coming back. Th",24.8205368,120.9656405,Selected,"63 Nanzhong Street, North District, Hsinchu City, Taiwan",https://www.hochuyuan.com.tw,Taiwanese
Tsuki Yo Iwa,"[Selected Restaurants] Japanese | $$$$
Taiwan's first crab-themed kaiseki restaurant has live matsuba and taraba crabs shipped from Japan every week. Kegani crabs and puffer fish also feature when in season. Set menus at different price po",25.0662965,121.5248202,Selected,"9, Lane 25, Shuangcheng Street, Zhongshan District, Taipei, Taiwan",https://tsukiyoiwa.com/EN_index.html,Japanese
Wen Tao,"[Selected Restaurants] Taiwanese | $$
Meaning ‘my home’, this single-storey courtyard house circa 1950s set amid tall residential buildings will instantly teleport guests back to grandma’s home in the countryside. The menu is mostly Taiwa",24.1654322,120.6915378,Selected,"191, Section 3, Taiyuan Road, Beitun District, Taichung, 406, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/wen-tao,Taiwanese
Le Plein,"[Selected Restaurants] Innovative | $$$
This restaurant is spread over two floors, complete with a vaulted ceiling and a courtyard. Bare concrete and brick walls contrast well with the wood-rich interior. You can expect a single tasting men",24.1409408,120.6597656,Selected,"3, Alley 39, Cunzhong Street, West District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/le-plein,Innovative
Vanne Yakiniku,"[Selected Restaurants] Barbecue | $$$
The elegant interior is the brainchild of a team of Japanese designers and floral artists. A sister restaurant of Yoroniku in Japan, it specialises in rare and premium Wagyu cuts. The perfectly grille",25.04021,121.54932,Selected,"2F, 235, Section 1, Dunhua South Road, Da'an District, Taipei, 106, Taiwan",https://www.minamiaoyama-fan-yakiniku.com.tw,Barbecue
Shin Yeh Taiwanese Cuisine,"[Selected Restaurants] Taiwanese | $$
A household name in Taiwanese cuisine since 1977, it specialises in authentic home-style cooking that seems simple, but requires scrupulous care – just try the egg omelette with dried radish, pan-sear",25.066534,121.524189,Selected,"34-1 Shuangcheng Street, Zhongshan District, Taipei, 104, Taiwan",https://www.shinyeh.com.tw/content/zh/Brand/Index.aspx?BrandId=1,Taiwanese
A Fung's Harmony Cuisine,"[Selected Restaurants] Taiwanese | $$
After more than 20 years away from home, Chef Lin is back in Kaohsiung, where he has opened this tiny gem with only four tables. His seasonal tasting menu champions a farm-to-table concept, showcasing",22.6280689,120.3196909,Selected,"63 Jiangdu Street, Lingya District, Kaohsiung, 802, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/a-fung-s-harmony-cuisine,Taiwanese
Rong Cuisine,"[Selected Restaurants] Asian | $$
Chef Rong opened this little gem tucked away in an alley in 2021. The room is reminiscent of a Japanese diner, with its wooden counter enclosing an open kitchen. The eclectic menu covers Taiwanese, Ja",24.1357195,120.6837919,Selected,"10-2, Lane 17, Section 4, Fuxing Road, East District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/rong-cuisine,Asian
Kuca Seafood,"[Selected Restaurants] Seafood | $$
Unlike many seafood joint, the room with blue-green walls and lots of greenery feels relaxed but also chic. The family business, run by a father and son, also stands out with a unique sense of humour ",22.6622365,120.3063119,Selected,"55 Dewei Street, Zuoying District, Kaohsiung, Taiwan",https://guide.michelin.com/en/kaohsiung-region/kaohsiung/restaurant/kuca-seafood,Seafood
PI,"[Selected Restaurants] European Contemporary | $$
The room exudes a relaxed vibe with its faux-industrial décor, semi-open kitchen and full-length windows. The owner named it Pi as a circle with no beginning or end is a good metaphor for the boundles",24.1495497,120.6512652,Selected,"2F, 373 Dajin Street, Nantun District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/pi,European Contemporary
Hello VietNam,"[Selected Restaurants] Vietnamese | $
This cheerful restaurant is run by its Vietnamese owner. The menu tips towards the Northern end of her home country, and cilantro is used sparingly to cater to local taste. The speciality bun dau mam ",24.1399064,120.6840852,Selected,"92 Chenggong Road, Central District, Taichung, Taiwan",https://guide.michelin.com/en/taichung-region/taichung/restaurant/hello-vietnam,Vietnamese
Bistro Alley,"[Selected Restaurants] European Contemporary | $$$
The owner-chef used to work in Taipei and Australia but chose to settle down in his wife’s hometown, where he opened this cosy bistro that boasts a relaxed vibe. There is no paper menu – the day’s off",22.989052,120.2157538,Selected,"47 Lane 115, Dongrong Street, East District, Tainan, Taiwan",https://guide.michelin.com/en/tainan-region/tainan/restaurant/bistro-alley,European Contemporary
